jobtitle,location,country,function,days_open_in_report_date_range,total_amount_of_views,unique_visits,unique_application_clicks,cost_per_click,cost_per_application,application_through_rate
Junior Specialist Klantonboarding,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,31,125,113,2,0.9770881318947752,55.2054794520548,0.0176991150442477
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,18,125,106,7,0.6048074437839235,9.158512720156557,0.0660377358490566
Junior Jurist Sociaal Domein,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,124,105,3,1.0515329419439008,36.80365296803653,0.0285714285714285
Junior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,124,114,5,0.9685171833693824,22.08219178082192,0.043859649122807
Medior ICT Support Medewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,19,123,113,5,0.5988604679355073,13.534246575342465,0.0442477876106194
Junior jurist handhaving,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,123,116,3,0.951818611242324,36.80365296803653,0.0258620689655172
Medior IT-Servicedesk Specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,10,123,112,6,0.3180039138943248,5.93607305936073,0.0535714285714285
Traineeship Hypotheekacceptant Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,123,119,2,0.9278231840681478,55.2054794520548,0.0168067226890756
Werkplekbeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Management/Manufacturing,17,122,109,5,0.5554857358300868,12.10958904109589,0.0458715596330275
Specialist automatisering,"Beilen, Drenthe, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,122,116,3,0.951818611242324,36.80365296803653,0.0258620689655172
Medior Adviseur Subsidies,"Zwolle, Overijssel, Nederland",Nederland,Administrative,14,122,111,0,0.4492163396272985,,0.0
ICT Servicedesk,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,15,121,102,10,0.523771152296535,5.342465753424658,0.0980392156862745
Junior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,121,90,5,1.10806697108067,19.945205479452056,0.0555555555555555
Junior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,121,106,3,1.0416128198500905,36.80365296803653,0.0283018867924528
,,,,0,121,112,8,0.0,0.0,0.0714285714285714
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,15,121,102,4,0.523771152296535,13.356164383561644,0.0392156862745098
Junior Subsidiebeoordelaar,"Zwolle, Overijssel, Nederland",Nederland,Other,17,120,104,5,0.5821917808219178,12.10958904109589,0.048076923076923
Hypotheekacceptant,"Utrecht, Utrecht, Nederland",Nederland,Finance,26,120,117,0,0.791476407914764,,0.0
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,120,115,0,0.9600952948183444,,0.0
Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,120,113,0,0.9770881318947752,,0.0
Medior CDD Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,10,119,103,3,0.3457906636520814,11.87214611872146,0.029126213592233
ICT Servicedeskmedewerker - Zwolle,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,15,119,106,2,0.5040062031532696,26.71232876712329,0.0188679245283018
Schadebehandelaar,"Utrecht, Utrecht, Nederland",Nederland,Finance,31,119,104,2,1.0616438356164384,55.2054794520548,0.0192307692307692
Werkplekbeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Management/Manufacturing,36,119,103,4,1.244846389147493,32.054794520547944,0.0388349514563106
ICT Support Engineer,"Deventer, Overijssel, Nederland",Nederland,Information Technology,35,119,107,5,1.165023684547433,24.931506849315067,0.0467289719626168
Senior Maintenance Engineer E&I,"Rotterdam, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,17,118,98,15,0.6178361755661168,4.036529680365296,0.1530612244897959
Senior Jurist Bezwaar Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,118,108,1,1.0223236935565705,110.4109589041096,0.0092592592592592
Junior jurist handhaving,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,118,106,4,1.0416128198500905,27.6027397260274,0.0377358490566037
Letselschadebehandelaar,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,35,118,105,0,1.187214611872146,,0.0
Domein Architect,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,28,117,105,1,0.949771689497717,99.72602739726028,0.0095238095238095
Jurist Letselschade Achmea,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,117,102,6,1.082460381412839,18.401826484018265,0.0588235294117647
Traineeship Hypotheekacceptant Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,117,107,7,1.031878120599155,15.772994129158514,0.0654205607476635
Junior jurist handhaving,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,117,107,1,1.031878120599155,110.4109589041096,0.0093457943925233
Junior Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance,13,117,111,1,0.4171294582253486,46.3013698630137,0.009009009009009
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,18,117,105,3,0.6105675146771037,21.36986301369863,0.0285714285714285
Junior Uitvoerder Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,116,103,12,1.0719510573214523,9.200913242009133,0.116504854368932
Projectleider Technisch Onderhoud,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Project Management,31,116,107,7,1.031878120599155,15.772994129158514,0.0654205607476635
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,15,116,100,7,0.5342465753424658,7.632093933463797,0.07
Pensioenspecialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,116,103,0,1.0719510573214523,,0.0
Werkplekbeheerder,"Haarlem, Noord-Holland, Nederland",Nederland,Management/Manufacturing,14,116,104,2,0.4794520547945206,24.93150684931507,0.0192307692307692
IT - Servicedesk Specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,8,116,99,5,0.287809602878096,5.698630136986301,0.0505050505050505
Senior Jurist Woo - Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,116,107,0,1.031878120599155,,0.0
Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,115,113,0,0.9770881318947752,,0.0
Recruitment Consultant Bouw-Infra,"Delft, Zuid-Holland, Nederland",Nederland,Human Resources,31,115,101,7,1.0931778109317782,15.772994129158514,0.0693069306930693
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,115,110,0,1.00373599003736,,0.0
Traineeship Technische Bedrijfskunde,"Leeuwarden, Friesland, Nederland",Nederland,Administrative,15,115,100,3,0.5342465753424658,17.808219178082194,0.03
Jurist Bezwaar en Beroep,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,38,114,111,2,1.219301493274096,67.67123287671232,0.018018018018018
Assetmanagement Water,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,28,114,104,1,0.9589041095890412,99.72602739726028,0.0096153846153846
Werkplekbeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Management/Manufacturing,31,114,107,1,1.031878120599155,110.4109589041096,0.0093457943925233
Senior Jurist Letselschade,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,114,100,0,1.104109589041096,,0.0
ICT Support Engineer,"Deventer, Overijssel, Nederland",Nederland,Information Technology,10,114,101,3,0.35263800352638,11.87214611872146,0.0297029702970297
Medewerker Betaalachterstanden Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,31,114,105,3,1.0515329419439008,36.80365296803653,0.0285714285714285
Juridisch Vergunningverlener HBO Junior,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,31,114,100,1,1.104109589041096,110.4109589041096,0.01
Junior AML-Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,28,114,103,4,0.968213858225828,24.93150684931507,0.0388349514563106
,,,,0,114,103,1,0.0,0.0,0.0097087378640776
SCCM Specialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,29,113,97,6,1.064821352916255,17.21461187214612,0.0618556701030927
,,,,0,113,101,5,0.0,0.0,0.0495049504950495
Electrical Engineer,"Emmen, Drenthe, Nederland",Nederland,Engineering/Information Technology,7,113,86,11,0.2899012424338961,2.2665006226650064,0.127906976744186
Werkvoorbereider Procesindustrie,"Friesland, Nederland",Nederland,Engineering,31,113,101,0,1.0931778109317782,,0.0
Senior Werkvoorbereider,"Groningen, Groningen, Nederland",Nederland,Project Management,17,113,102,4,0.593607305936073,15.136986301369864,0.0392156862745098
ICT Servicedeskmedewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,31,113,108,6,1.0223236935565705,18.401826484018265,0.0555555555555555
DevOps Engineer PAAS Windows,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,31,112,101,6,1.0931778109317782,18.401826484018265,0.0594059405940594
Jurist Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,112,108,2,1.0223236935565705,55.2054794520548,0.0185185185185185
Hypotheekacceptant,"Utrecht, Utrecht, Nederland",Nederland,Finance,31,112,111,1,0.9946933234604468,110.4109589041096,0.009009009009009
Teamleider logistiek,"Hoogezand, Groningen, Nederland",Nederland,Engineering/Product Management/Supply Chain,11,112,90,6,0.4353120243531203,6.529680365296804,0.0666666666666666
Senior Financial Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,28,111,84,6,1.1872146118721465,16.621004566210047,0.0714285714285714
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,111,105,1,1.0515329419439008,110.4109589041096,0.0095238095238095
Specialist Schuldhulp Leeuwarden,"Leeuwarden, Friesland, Nederland",Nederland,Other,31,111,95,3,1.1622206200432588,36.80365296803653,0.031578947368421
,,,,0,111,93,0,0.0,,0.0
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,110,97,2,0.6609235983618132,32.054794520547944,0.0206185567010309
Medior Adviseur Subsidies Den Haag,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,28,110,99,0,1.007333610073336,,0.0
Traineeship Hypotheekacceptatie,"Amersfoort, Utrecht, Nederland",Nederland,Other,14,110,100,3,0.4986301369863014,16.621004566210047,0.03
Junior Subsidiebeoordelaar,"Roermond, Limburg, Nederland",Nederland,Other,31,110,105,1,1.0515329419439008,110.4109589041096,0.0095238095238095
Senior Jurist Sociaal Domein,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,25,110,100,0,0.8904109589041096,,0.0
Electrical Engineer,"Eemshaven, Groningen, Nederland",Nederland,Engineering/Information Technology,8,109,99,9,0.287809602878096,3.165905631659056,0.0909090909090909
Junior Adviseur Subsidies,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,29,109,103,4,1.002792924591036,25.82191780821918,0.0388349514563106
Maintenance Engineer Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,109,100,1,1.104109589041096,110.4109589041096,0.01
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,109,103,7,1.0719510573214523,15.772994129158514,0.0679611650485436
Jurist Rechtsbijstand (senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,18,109,101,0,0.6347484063474841,,0.0
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,109,103,0,1.0719510573214523,,0.0
Jurist Vastgoed & Grondzaken,"Utrecht, Utrecht, Nederland",Nederland,Legal,38,109,105,1,1.28897586431833,135.34246575342465,0.0095238095238095
Werkvoorbereider Verduurzaming,"Zwolle, Overijssel, Nederland",Nederland,Project Management,31,109,94,3,1.1745846691926551,36.80365296803653,0.0319148936170212
Juridisch Vergunningverlener WO Junior,"Eindhoven, Noord-Brabant, Nederland",Nederland,Legal,14,108,98,3,0.5088062622309198,16.621004566210047,0.0306122448979591
Junior AML-Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,11,108,89,4,0.4402031706941665,9.794520547945206,0.0449438202247191
Senior netwerkebeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,108,97,5,1.1382573082897895,22.08219178082192,0.0515463917525773
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,16,107,101,0,0.5642208056422081,,0.0
Senior Project Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,36,107,102,2,1.257050765511684,64.10958904109589,0.0196078431372549
Jurist Milieu,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,38,107,100,0,1.3534246575342466,,0.0
Financieringsassistent,"Den Bosch, Noord-Brabant, Nederland",Nederland,Finance,31,107,78,4,1.4155251141552512,27.6027397260274,0.0512820512820512
Medior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,107,100,0,1.2821917808219176,,0.0
,,,,0,107,100,11,0.0,0.0,0.11
Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,107,94,3,1.1745846691926551,36.80365296803653,0.0319148936170212
Medior Financial Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,36,106,100,1,1.2821917808219176,128.21917808219175,0.01
IT Werkplekbeheerder,"Leiden, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,15,106,92,4,0.5807027992852889,13.356164383561644,0.0434782608695652
Medior Servicedeskmedewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,16,106,101,2,0.5642208056422081,28.493150684931507,0.0198019801980198
Senior CDD analist,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,36,105,89,2,1.4406649222718175,64.10958904109589,0.0224719101123595
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,29,105,94,4,1.0988050131157097,25.82191780821918,0.0425531914893617
Maintenance Engineer Elektrotechniek,"Workum, Friesland, Nederland",Nederland,Manufacturing/Project Management,31,105,78,16,1.4155251141552512,6.9006849315068495,0.2051282051282051
Junior Project Engineer Utiliteit elektrotechniek,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,54,105,88,3,2.1855541718555416,64.10958904109589,0.034090909090909
Junior jurist handhaving,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,10,105,93,1,0.3829724554426277,35.61643835616438,0.010752688172043
Junior Jurist Bezwaar en Beroep,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,105,99,1,1.115262211152622,110.4109589041096,0.0101010101010101
Junior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,104,91,3,1.213307240704501,36.80365296803653,0.0329670329670329
Scrum Master,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,11,104,92,8,0.4258487194758785,4.897260273972603,0.0869565217391304
Junior Project Coördinator Installatietechniek,"Delft, Zuid-Holland, Nederland",Nederland,Other,30,104,92,7,1.1614055985705778,15.264187866927594,0.0760869565217391
Sales Consultant Legal,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,7,103,96,1,0.259703196347032,24.93150684931507,0.0104166666666666
Assetmanagement Water Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,29,103,91,4,1.1350293542074366,25.82191780821918,0.0439560439560439
Medior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,103,99,1,1.115262211152622,110.4109589041096,0.0101010101010101
Project coordinator,"Zoetermeer, Zuid-Holland, Nederland",Nederland,Other,11,102,95,2,0.4124008651766402,19.58904109589041,0.0210526315789473
Electrical Engineer,"Hoogeveen, Drenthe, Nederland",Nederland,Engineering/Information Technology,7,102,85,14,0.2933118452860596,1.7808219178082194,0.1647058823529411
Junior Jurist Woo bij de Rijksoverheid,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,102,101,0,1.0931778109317782,,0.0
SCCM Specialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,36,102,95,2,1.3496755587599134,64.10958904109589,0.0210526315789473
Projectleider Installatietechniek,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering,20,102,88,3,0.809464508094645,23.74429223744292,0.034090909090909
,,,,0,102,88,6,0.0,0.0,0.0681818181818181
Maintenance Engineer Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,10,101,78,3,0.45662100456621,11.87214611872146,0.0384615384615384
Medior Financial Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,36,101,98,0,1.308358960022365,,0.0
Junior Jurist Vergunningen,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,101,88,3,1.2546699875467,36.80365296803653,0.034090909090909
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,101,94,6,1.1745846691926551,18.401826484018265,0.0638297872340425
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,100,88,3,0.7285180572851805,21.36986301369863,0.034090909090909
Bijzonder Beheer Specialist Amsterdam,"Utrecht, Utrecht, Nederland",Nederland,Finance,27,100,95,0,1.012256669069935,,0.0
Junior Subsidiebehandelaar,"Utrecht, Utrecht, Nederland",Nederland,Other,15,100,85,8,0.6285253827558421,6.678082191780822,0.0941176470588235
Procesmanager Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Management/Manufacturing,5,99,89,1,0.2000923503155302,17.80821917808219,0.0112359550561797
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,99,88,4,1.2546699875467,27.6027397260274,0.0454545454545454
Medior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,99,95,0,1.3496755587599134,,0.0
Werkplekbeheer/IT Support,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,8,98,84,5,0.3392041748206131,5.698630136986301,0.0595238095238095
Senior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,36,98,93,1,1.37870083959346,128.21917808219175,0.010752688172043
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,39,98,86,2,1.61516406498885,69.45205479452055,0.0232558139534883
Junior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,98,90,4,1.2267884322678844,27.6027397260274,0.0444444444444444
Senior Juridisch Planoloog HBO,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,31,98,87,5,1.269091481656432,22.08219178082192,0.057471264367816
Specialist Financiële Administratie Overheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,98,79,5,1.3976070747355644,22.08219178082192,0.0632911392405063
Junior Hypotheekacceptant Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,98,79,2,1.3976070747355644,55.2054794520548,0.0253164556962025
Traineeship Maintenance en Assetmanagement,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,28,97,87,3,1.1462761769800032,33.242009132420094,0.0344827586206896
Jurist Sociaal Domein,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,97,93,1,1.187214611872146,110.4109589041096,0.010752688172043
Kredietbeoordelaar Hypotheken Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,97,91,2,1.213307240704501,55.2054794520548,0.0219780219780219
Business Support Vermogen,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,97,91,1,1.213307240704501,110.4109589041096,0.0109890109890109
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,97,91,1,1.213307240704501,110.4109589041096,0.0109890109890109
Jurist Milieu,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,38,96,96,0,1.4098173515981731,,0.0
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,29,96,86,1,1.201019432940427,103.28767123287672,0.0116279069767441
,,,,0,96,84,2,0.0,0.0,0.0238095238095238
ICT Servicedesk Medewerker,"Enschede, Overijssel, Nederland",Nederland,Information Technology,10,96,81,8,0.4397091155082022,4.452054794520548,0.0987654320987654
Medior Financial Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,96,83,4,1.330252516916983,27.6027397260274,0.0481927710843373
Medior ICT Support Medewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,15,96,82,7,0.6515202138322753,7.632093933463797,0.0853658536585365
Beoordelaar Subsidies,"Den Haag, Zuid-Holland, Nederland",Nederland,Analyst/Information Technology/Research,31,96,84,2,1.3144161774298762,55.2054794520548,0.0238095238095238
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,96,91,0,1.213307240704501,,0.0
Field Service Technician,"Hengelo, Overijssel, Nederland",Nederland,Engineering/Information Technology,31,95,83,6,1.330252516916983,18.401826484018265,0.072289156626506
,,,,0,95,84,0,0.0,,0.0
Traineeship Hypotheekacceptant Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,95,88,0,1.2546699875467,,0.0
Jurist Rechtsbijstand (senior),"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,35,95,94,0,1.326143981346546,,0.0
Junior Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,95,93,0,1.187214611872146,,0.0
Junior Werkvoorbereider bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,31,94,84,7,1.3144161774298762,15.772994129158514,0.0833333333333333
Junior Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance,13,94,90,1,0.5144596651445966,46.3013698630137,0.0111111111111111
,,,,0,94,84,2,0.0,0.0,0.0238095238095238
Beoordelaar Subsidies,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,31,94,82,1,1.3464751085867024,110.4109589041096,0.0121951219512195
Acceptant Woninghypotheken,"Rotterdam, Zuid-Holland, Nederland",Nederland,Finance/Sales,31,93,79,0,1.3976070747355644,,0.0
Jurist Milieu,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,93,89,0,1.2405725719562877,,0.0
ICT Servicedeskmedewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,15,93,87,4,0.6140765233821446,13.356164383561644,0.0459770114942528
Medior IT-Servicedesk Specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,5,93,76,8,0.2343186733958183,2.2260273972602738,0.1052631578947368
Medior Project Engineer Energie opwek Werktuigbouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,92,86,5,1.1596049697355846,19.945205479452056,0.0581395348837209
Traineeship Hypotheekacceptant Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,92,85,0,1.298952457695407,,0.0
Jurist Letselschade (medior) - HBO - Utrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,12,92,80,0,0.5342465753424658,,0.0
Junior Werkvoorbereider Bouwkunde,"Utrecht, Utrecht, Nederland",Nederland,Education/Training,31,92,83,4,1.330252516916983,27.6027397260274,0.0481927710843373
Intune Specialist,"Amstelveen, Noord-Holland, Nederland",Nederland,Other,8,92,77,5,0.3700409179861235,5.698630136986301,0.0649350649350649
Junior Jurist Ruimtelijke Ordening,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,36,91,86,2,1.490920675374323,64.10958904109589,0.0232558139534883
Project Engineer Energie opwek Elektrotechniek,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,91,88,2,1.2546699875467,55.2054794520548,0.0227272727272727
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,90,86,1,1.2838483593501115,110.4109589041096,0.0116279069767441
DevOps Engineer PAAS Windows,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,5,89,85,1,0.209508460918614,17.80821917808219,0.0117647058823529
Junior Subsidiebeoordelaar,"Roermond, Limburg, Nederland",Nederland,Other,17,89,83,4,0.729493315728668,15.136986301369864,0.0481927710843373
KYC/CDD Analist Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,1,89,72,3,0.0494672754946727,1.187214611872146,0.0416666666666666
Structural Engineer,"Bunnik, Utrecht, Nederland",Nederland,Engineering/Information Technology,11,89,58,12,0.675484175720359,3.264840182648402,0.2068965517241379
Sales Consultant Legal,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,30,89,84,1,1.2720156555772997,106.84931506849315,0.0119047619047619
Medior Subsidie Beoordelaar Zwolle,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,29,89,74,0,1.3957793409848205,,0.0
Medior CDD Analist,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,10,89,79,1,0.450840991850182,35.61643835616438,0.0126582278481012
Junior Project Engineer Utiliteit Werktuigbouwkundig,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,54,89,79,4,2.434541355990983,48.08219178082192,0.050632911392405
Junior Subsidiebehandelaar,"Zwolle, Overijssel, Nederland",Nederland,Other,28,88,80,5,1.2465753424657535,19.945205479452056,0.0625
Junior Jurist Woo bij de Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,88,67,4,1.6479247597628297,27.6027397260274,0.0597014925373134
Maintenance Engineer Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,88,84,2,1.3144161774298762,55.2054794520548,0.0238095238095238
Medior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,88,67,5,1.6479247597628297,22.08219178082192,0.0746268656716417
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,37,87,66,6,1.9966791199667917,21.963470319634705,0.0909090909090909
Medior Project Engineer,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,30,87,79,2,1.3525229755505463,53.42465753424658,0.0253164556962025
Domein Architect,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,36,87,83,0,1.5448093744842382,,0.0
Automation Engineer,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,2,87,79,5,0.0901681983700364,1.4246575342465753,0.0632911392405063
Corporate Recruiter Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Human Resources,24,86,70,5,1.2211350293542074,17.095890410958905,0.0714285714285714
Junior Hypotheekacceptant Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,86,74,0,1.49203998519067,,0.0
Jurist Bestuursrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,86,80,3,1.38013698630137,36.80365296803653,0.0375
Uitvoerder onderhoud,"'t Harde, Gelderland, Nederland",Nederland,Engineering,31,86,77,2,1.4339085571962285,55.2054794520548,0.0259740259740259
Medior Financial Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,86,82,0,1.3464751085867024,,0.0
