Company that is looking,State start date,State end date,Original offer date,Jobtitle,Standerdised title,Location,Country,Function,Days open in report date range,Total amount of views,Total number of application clicks,Unique visits,Unieke sollicitatieklikken,Cost per application,Cost per click,Application through rate
Brunel,2025-05-21,2025-06-04,2025-05-21,Junior Subsidiebehandelaar,Financiën,"Utrecht, Utrecht, Nederland",Nederland,Other,15,100,12,85,8,6.678082191780822,0.6285253827558421,0.09411764705882353
Brunel,2024-10-07,2024-10-11,2024-10-07,Procesmanager Amersfoort,Manager procestechniek,"Amersfoort, Utrecht, Nederland",Nederland,Management/Manufacturing,5,99,1,89,1,17.80821917808219,0.20009235031553022,0.011235955056179775
Brunel,2025-01-06,2025-02-05,2025-01-06,Project Engineer Energie opwek Elektrotechniek,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,99,4,88,4,27.602739726027398,1.2546699875467,0.045454545454545456
Brunel,2024-08-29,2024-10-28,2024-08-27,Medior Financieel Adviseur Planning & Control,,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,99,0,95,0,,1.3496755587599134,0.0
Brunel,2024-10-07,2024-10-14,2024-10-07,Werkplekbeheer/IT Support,ICT-ondersteuningsspecialist,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,8,98,5,84,5,5.698630136986301,0.33920417482061316,0.05952380952380952
Brunel,2024-08-29,2024-10-28,2024-08-27,Senior Jurist Contractenrecht,,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,36,98,1,93,1,128.21917808219177,1.37870083959346,0.010752688172043012
Brunel,2025-02-28,2025-04-07,2025-02-28,Jurist Milieu,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,39,98,2,86,2,69.45205479452055,1.61516406498885,0.023255813953488372
Brunel,2025-01-28,2025-02-27,2025-01-28,Junior Jurist Contractenrecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,98,4,90,4,27.602739726027398,1.2267884322678844,0.044444444444444446
Brunel,2025-01-06,2025-02-05,2025-01-06,Senior Juridisch Planoloog HBO,Planoloog,"Eindhoven, Noord-Brabant, Nederland",Nederland,Other,31,98,5,87,5,22.08219178082192,1.269091481656432,0.05747126436781609
Brunel,2025-01-29,2025-02-28,2025-01-29,Specialist Financiële Administratie Overheid,Ambtenaar,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,98,6,79,5,22.08219178082192,1.3976070747355644,0.06329113924050633
Brunel,2025-01-06,2025-02-05,2025-01-06,Junior Hypotheekacceptant Utrecht,Hypotheekverzekeraar,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,98,2,79,2,55.205479452054796,1.3976070747355644,0.02531645569620253
Brunel,2025-03-11,2025-04-07,2025-03-11,Traineeship Maintenance en Assetmanagement,Onderhoud,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,28,97,5,87,3,33.242009132420094,1.1462761769800032,0.034482758620689655
Brunel,2024-11-13,2024-12-13,2024-11-13,Jurist Sociaal Domein,Advocaat,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,31,97,1,93,1,110.41095890410959,1.187214611872146,0.010752688172043012
Brunel,2025-01-15,2025-02-14,2025-01-15,Kredietbeoordelaar Hypotheken Amersfoort,Hypotheekspecialist,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,97,2,91,2,55.205479452054796,1.213307240704501,0.02197802197802198
Brunel,2024-11-20,2024-12-20,2024-11-20,Business Support Vermogen,Equity-specialist,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,97,2,91,1,110.41095890410959,1.213307240704501,0.01098901098901099
Brunel,2025-01-06,2025-02-05,2025-01-06,Medior Project Engineer Energie opwek Werktuigbouwkunde,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,97,1,91,1,110.41095890410959,1.213307240704501,0.01098901098901099
Brunel,2024-09-10,2024-10-30,2024-09-10,Jurist Milieu,Milieudeskundige,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,38,96,0,96,0,,1.4098173515981733,0.0
Brunel,2025-03-06,2025-04-03,2025-03-06,Project Engineer Energie opwek Mechanisch,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,29,96,2,86,1,103.28767123287672,1.201019432940427,0.011627906976744186
,2025-01-28,2025-02-06,,,,,,,0,96,2,84,2,0.0,0.0,0.023809523809523808
Brunel,2025-01-28,2025-02-06,2025-01-28,ICT Servicedesk Medewerker,ICT-servicedesk,"Enschede, Overijssel, Nederland",Nederland,Information Technology,10,96,9,81,8,4.4520547945205475,0.43970911550820224,0.09876543209876543
Brunel,2024-11-06,2024-12-06,2024-11-06,Medior Financial Accountant,Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,96,4,83,4,27.602739726027398,1.330252516916983,0.04819277108433735
Brunel,2024-11-06,2024-11-20,2024-11-06,Medior ICT Support Medewerker,Ondersteuning,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,15,96,7,82,7,7.632093933463797,0.6515202138322753,0.08536585365853659
Brunel,2025-01-28,2025-02-27,2025-01-28,Beoordelaar Subsidies,Beoordelaar,"Den Haag, Zuid-Holland, Nederland",Nederland,Analyst/Information Technology/Research,31,96,2,84,2,55.205479452054796,1.3144161774298762,0.023809523809523808
Brunel,2025-01-06,2025-02-05,2025-01-06,Medior Project Engineer Duurzame Energie,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,96,0,91,0,,1.213307240704501,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Field Service Technician,Velddiensttechnicus,"Hengelo, Overijssel, Nederland",Nederland,Engineering/Information Technology,31,95,8,83,6,18.401826484018265,1.330252516916983,0.07228915662650602
,2024-11-27,2024-12-03,,,,,,,0,95,0,84,0,,0.0,0.0
Brunel,2025-01-06,2025-02-05,2025-01-06,Traineeship Hypotheekacceptant Utrecht,Hypotheekverzekeraar,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,95,0,88,0,,1.2546699875467,0.0
Brunel,2024-12-03,2025-01-06,2024-12-03,Jurist Rechtsbijstand (senior),,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,35,95,0,94,0,,1.326143981346546,0.0
Brunel,2025-01-15,2025-02-14,2025-01-15,Junior Hypotheekacceptant Amersfoort,Hypotheekverzekeraar,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,95,0,93,0,,1.187214611872146,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Junior Werkvoorbereider bouwkunde,,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,31,94,7,84,7,15.772994129158514,1.3144161774298762,0.08333333333333333
Brunel,2025-09-08,,2025-09-08,Junior Hypotheekacceptant Amersfoort,Hypotheekverzekeraar,"Amersfoort, Utrecht, Nederland",Nederland,Finance,13,94,1,90,1,46.3013698630137,0.5144596651445966,0.011111111111111112
,2025-01-28,2025-02-06,,,,,,,0,94,2,84,2,0.0,0.0,0.023809523809523808
Brunel,2025-01-28,2025-02-27,2025-01-28,Beoordelaar Subsidies,Beoordelaar,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,31,94,1,82,1,110.41095890410959,1.3464751085867024,0.012195121951219513
Brunel,2025-01-06,2025-02-05,2025-01-06,Acceptant Woninghypotheken,Underwriter,"Rotterdam, Zuid-Holland, Nederland",Nederland,Finance/Sales,31,93,0,79,0,,1.3976070747355644,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Jurist Milieu,Milieudeskundige,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,93,0,89,0,,1.2405725719562875,0.0
Brunel,2024-10-14,2024-10-28,2024-10-14,ICT Servicedeskmedewerker,ICT-specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,15,93,4,87,4,13.356164383561644,0.6140765233821446,0.04597701149425287
Brunel,2024-12-30,2025-01-03,2024-12-30,Medior IT-Servicedesk Specialist,ICT-specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,5,93,9,76,8,2.2260273972602738,0.2343186733958183,0.10526315789473684
Brunel,2025-03-11,2025-04-07,2025-03-11,Medior Project Engineer Energie opwek Werktuigbouwkunde,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,92,5,86,5,19.945205479452056,1.1596049697355846,0.05813953488372093
Brunel,2025-01-06,2025-02-05,2025-01-06,Traineeship Hypotheekacceptant Amersfoort,Hypotheekverzekeraar,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,92,0,85,0,,1.298952457695407,0.0
Brunel,2025-09-09,,2025-09-09,Jurist Letselschade (medior) - HBO - Utrecht,Advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,12,92,0,80,0,,0.5342465753424658,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Junior Werkvoorbereider Bouwkunde,,"Utrecht, Utrecht, Nederland",Nederland,Education/Training,31,92,6,83,4,27.602739726027398,1.330252516916983,0.04819277108433735
Brunel,2024-10-07,2024-10-14,2024-10-07,Intune Specialist,ICT-specialist,"Amstelveen, Noord-Holland, Nederland",Nederland,Other,8,92,5,77,5,5.698630136986301,0.3700409179861235,0.06493506493506493
Brunel,2024-08-29,2024-10-28,2024-08-27,Junior Jurist Ruimtelijke Ordening,,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,36,91,2,86,2,64.10958904109589,1.490920675374323,0.023255813953488372
Brunel,2025-01-06,2025-02-05,2025-01-06,Project Engineer Energie opwek Elektrotechniek,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,91,2,88,2,55.205479452054796,1.2546699875467,0.022727272727272728
Brunel,2025-01-06,2025-02-05,2025-01-06,Medior Project Engineer Duurzame Energie,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,90,1,86,1,110.41095890410959,1.2838483593501115,0.011627906976744186
Brunel,2025-02-28,2025-03-04,2025-01-28,DevOps Engineer PAAS Windows,,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,5,89,1,85,1,17.80821917808219,0.209508460918614,0.011764705882352941
Brunel,2025-05-19,2025-06-04,2025-05-19,Junior Subsidiebeoordelaar,,"Roermond, Limburg, Nederland",Nederland,Other,17,89,4,83,4,15.136986301369863,0.729493315728668,0.04819277108433735
Brunel,2025-05-19,2025-05-19,2025-05-19,KYC/CDD Analist Amsterdam,,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,1,89,4,72,3,1.187214611872146,0.04946727549467275,0.041666666666666664
Brunel,2025-03-28,2025-04-07,2025-03-28,Structural Engineer,Bouwkundig ingenieur,"Bunnik, Utrecht, Nederland",Nederland,Engineering/Information Technology,11,89,18,58,12,3.264840182648402,0.675484175720359,0.20689655172413793
Brunel,2025-02-28,2025-03-29,2025-01-29,Sales Consultant Legal,Juridisch consulent,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,30,89,2,84,1,106.84931506849315,1.2720156555772995,0.011904761904761904
Brunel,2025-03-06,2025-04-03,2025-03-06,Medior Subsidie Beoordelaar Zwolle,Beoordelaar,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,29,89,0,74,0,,1.3957793409848205,0.0
Brunel,2025-01-28,2025-02-06,2025-01-28,Medior CDD Analist,Analist,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Sales,10,89,1,79,1,35.61643835616438,0.450840991850182,0.012658227848101266
Brunel,2025-02-04,2025-03-29,2025-01-30,Junior Project Engineer Utiliteit Werktuigbouwkundig,,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,54,89,4,79,4,48.082191780821915,2.434541355990983,0.05063291139240506
Brunel,2025-03-11,2025-04-07,2025-03-11,Junior Subsidiebehandelaar,Financiën,"Zwolle, Overijssel, Nederland",Nederland,Other,28,88,5,80,5,19.945205479452056,1.2465753424657535,0.0625
Brunel,2024-10-28,2024-11-27,2024-10-28,Junior Jurist Woo bij de Rijksoverheid,Junior advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,88,4,67,4,27.602739726027398,1.6479247597628297,0.05970149253731343
Brunel,2025-01-15,2025-02-14,2025-01-15,Maintenance Engineer Bouwkunde,Onderhoudsingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,88,3,84,2,55.205479452054796,1.3144161774298762,0.023809523809523808
Brunel,2024-11-13,2024-12-13,2024-11-13,Medior Project Engineer Duurzame Energie,Elektrisch ingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,88,10,67,5,22.08219178082192,1.6479247597628297,0.07462686567164178
Brunel,2024-12-24,2025-01-29,2024-12-03,IT Servicedeskmedewerker,ICT-specialist,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,37,87,6,66,6,21.963470319634705,1.9966791199667913,0.09090909090909091
Brunel,2025-02-28,2025-03-29,2025-01-15,Medior Project Engineer,Projectingenieur,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,30,87,2,79,2,53.42465753424658,1.3525229755505463,0.02531645569620253
Brunel,2024-08-29,2024-10-28,2024-08-27,Domein Architect,Domeinarchitect,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,36,87,0,83,0,,1.5448093744842382,0.0
Brunel,2025-03-28,2025-03-29,2025-03-28,Automation Engineer,Ingenieur automatisering,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,2,87,5,79,5,1.4246575342465753,0.09016819837003641,0.06329113924050633
Brunel,2025-01-15,2025-02-07,2024-12-03,Corporate Recruiter Amsterdam,Corporate recruiter,"Amsterdam, Noord-Holland, Nederland",Nederland,Human Resources,24,86,5,70,5,17.095890410958905,1.2211350293542074,0.07142857142857142
Brunel,2024-11-13,2024-12-13,2024-11-13,Junior Hypotheekacceptant Utrecht,Hypotheekverzekeraar,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,86,0,74,0,,1.49203998519067,0.0
Brunel,2025-01-28,2025-02-27,2025-01-28,Jurist Bestuursrecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,86,3,80,3,36.80365296803653,1.38013698630137,0.0375
Brunel,2024-12-20,2025-01-19,2024-12-20,Uitvoerder onderhoud,Constructiesupervisor,"'t Harde, Gelderland, Nederland",Nederland,Engineering,31,86,2,77,2,55.205479452054796,1.4339085571962285,0.025974025974025976
Brunel,2024-11-06,2024-12-06,2024-11-06,Medior Financial Accountant,Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,86,0,82,0,,1.3464751085867024,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Acceptant Verduurzaming Hilversum,Underwriter,"Hilversum, Noord-Holland, Nederland",Nederland,Finance/Sales,31,86,2,78,2,55.205479452054796,1.4155251141552512,0.02564102564102564
Brunel,2025-03-06,2025-04-03,2025-03-06,Traineeship Maintenance en Assetmanagement,Onderhoud,"Utrecht, Utrecht, Nederland",Nederland,Management/Manufacturing,29,85,2,72,2,51.64383561643836,1.43455098934551,0.027777777777777776
Brunel,2025-02-28,2025-03-29,2025-02-28,Windows 11 werkplek specials (migratie),Windows-specialist,"Groningen, Groningen, Nederland",Nederland,Information Technology,30,85,9,69,9,11.872146118721462,1.5485407980941037,0.13043478260869565
Brunel,2024-10-14,2024-11-13,2024-10-14,Junior Uitvoerder Civiele Techniek,Civiele techniek,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,85,6,69,5,22.08219178082192,1.6001588246972405,0.07246376811594203
Brunel,2025-03-06,2025-04-03,2025-03-06,Senior Infrastructuur Automation Engineer,Senior automatiseringstechnicus,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,29,85,4,80,4,25.82191780821918,1.291095890410959,0.05
Brunel,2024-12-03,2025-01-02,2024-12-03,Testanalist,Software-ingenieur,"Leeuwarden, Friesland, Nederland",Nederland,Quality Assurance,31,85,8,70,8,13.801369863013699,1.5772994129158513,0.11428571428571428
Brunel,2025-01-06,2025-02-05,2025-01-06,Junior Hypotheekacceptant Sittard,Hypotheekverzekeraar,"Sittard, Limburg, Nederland",Nederland,Finance/Sales,31,85,1,79,1,110.41095890410959,1.3976070747355644,0.012658227848101266
Brunel,2025-01-28,2025-02-27,2025-01-28,Specialist Financiële Administratie Overheid,Ambtenaar,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,85,1,76,1,110.41095890410959,1.4527757750540735,0.013157894736842105
Brunel,2024-12-10,2025-01-09,2024-12-10,Jurist Contractenrecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,84,0,78,0,,1.4155251141552512,0.0
Brunel,2025-06-27,2025-07-27,2025-06-27,Medior Subsidieadviseur,Financieel adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Customer Service,31,84,1,77,1,110.41095890410959,1.4339085571962285,0.012987012987012988
Brunel,2024-11-20,2024-12-20,2024-11-20,Specialist Hypotheken Rotterdam,Specialist,"Rotterdam, Zuid-Holland, Nederland",Nederland,Other,31,84,3,71,2,55.205479452054796,1.5550839282268956,0.028169014084507043
Brunel,2024-12-03,2024-12-20,2024-12-03,Senior Support Engineer,Senior ondersteuningsingenieur,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,18,84,1,75,1,64.10958904109589,0.8547945205479451,0.013333333333333334
Brunel,2025-01-28,2025-02-27,2025-01-28,Financieel Medewerker Amersfoort,Financieel medewerker,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,84,1,74,1,110.41095890410959,1.49203998519067,0.013513513513513514
Brunel,2025-03-11,2025-04-07,2025-03-11,Beoordelaar Subsidies,Beoordelaar,"Zwolle, Overijssel, Nederland",Nederland,Analyst/Information Technology/Research,28,83,0,75,0,,1.3296803652968037,0.0
Brunel,2025-01-15,2025-02-07,2024-12-10,Product Owner,Producteigenaar,"Amsterdam, Noord-Holland, Nederland",Nederland,Marketing/Product Management,24,83,0,72,0,,1.187214611872146,0.0
Brunel,2025-03-11,2025-04-07,2025-03-11,Project Engineer Energie opwek Elektrotechniek,Projectingenieur,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,82,0,79,0,,1.26235477718051,0.0
Brunel,2024-10-14,2024-10-17,2024-10-14,Procesmanager Amersfoort,Manager procestechniek,"Amersfoort, Utrecht, Nederland",Nederland,Management/Manufacturing,4,82,2,77,2,7.123287671232877,0.18502045899306174,0.025974025974025976
Brunel,2025-09-15,,2025-09-15,Projectleider IT,Projectleider,"Utrecht, Utrecht, Nederland",Nederland,Business Development/Information Technology/Management,6,82,2,71,2,10.684931506849315,0.3009839861084314,0.028169014084507043
Brunel,2025-01-06,2025-02-05,2025-01-06,Junior Hypotheekacceptant Amersfoort,Hypotheekverzekeraar,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,82,0,79,0,,1.3976070747355644,0.0
Brunel,2025-02-28,2025-03-29,2025-01-28,Junior ICT Servicedeskmedewerker,ICT-specialist,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,30,82,3,57,3,35.61643835616439,1.8745493871665466,0.05263157894736842
Brunel,2025-03-20,2025-04-07,2025-02-06,Trainee Finance & Control,Financieel controller,"Rotterdam, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,19,82,4,73,2,33.83561643835616,0.9270031900919496,0.0273972602739726
Brunel,2025-08-01,2025-08-31,2025-08-01,Projectleider Installatietechniek,Projectleider,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering,31,82,6,69,4,27.602739726027398,1.6001588246972405,0.057971014492753624
Brunel,2025-05-19,2025-05-21,2025-05-19,Transactie Monitoring Analist,Transactie-analist,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,3,82,5,69,3,3.5616438356164384,0.15485407980941038,0.043478260869565216
Brunel,2024-11-06,2024-12-06,2024-11-06,Senior Financieel Adviseur Planning & Control,Senior financieel adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,82,0,76,0,,1.4527757750540735,0.0
Brunel,2025-01-15,2025-01-28,2025-01-15,Werkvoorbereider Utiliteit Junior,,"Amsterdam, Noord-Holland, Nederland",Nederland,Education/Training,14,82,1,80,1,49.86301369863014,0.6232876712328768,0.0125
Brunel,2024-12-03,2025-01-02,2024-12-03,Specialist Bijzonder Beheer Diemen,Specialist,"Diemen, Noord-Holland, Nederland",Nederland,Other,31,81,0,77,0,,1.4339085571962285,0.0
Brunel,2024-10-14,2024-11-13,2024-10-14,Junior Uitvoerder Bouwkunde,Constructiesupervisor,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,81,4,73,4,27.602739726027398,1.5124788890973917,0.0547945205479452
Brunel,2025-01-15,2025-02-14,2025-01-15,Junior Adviseur Subsidies Roermond,Junior adviseur,"Roermond, Limburg, Nederland",Nederland,Other,31,81,5,74,4,27.602739726027398,1.49203998519067,0.05405405405405406
Brunel,2025-01-15,2025-02-14,2025-01-15,Senior Financieel Adviseur Planning & Control,Senior financieel adviseur,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,81,2,78,2,55.205479452054796,1.4155251141552512,0.02564102564102564
,2024-11-04,2024-11-06,,,,,,,0,80,0,77,0,,0.0,0.0
Brunel,2025-03-04,2025-03-29,2025-03-04,IT Support Multi Client Pool,ICT-ondersteuningsspecialist,"De Meern, Utrecht, Nederland",Nederland,Information Technology,26,80,3,73,3,30.867579908675797,1.2685306811784574,0.0410958904109589
Brunel,2025-03-11,2025-04-07,2025-03-11,Senior Bezwaarjurist,Senior specialist,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,28,80,2,73,2,49.86301369863014,1.3661099643460313,0.0273972602739726
Brunel,2025-02-28,2025-03-29,2025-02-28,Hypothecair planner,Planner,"Utrecht, Utrecht, Nederland",Nederland,Other,30,80,1,74,1,106.84931506849315,1.4439096630877453,0.013513513513513514
Brunel,2024-12-03,2025-01-02,2024-12-03,Junior Bezwaarjurist - Utrecht,Advocaat,"Utrecht, Utrecht, Nederland",Nederland,Other,31,79,3,65,3,36.80365296803653,1.6986301369863015,0.046153846153846156
Brunel,2025-08-01,2025-08-31,2025-08-01,Senior Jurist Ruimtelijke Ordening,,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,79,0,70,0,,1.5772994129158513,0.0
Brunel,2025-01-15,2025-02-13,2025-01-15,Traineeship Technische Bedrijfskunde,Bedrijfsbeheerder,"Groningen, Groningen, Nederland",Nederland,Administrative,30,79,6,68,5,21.36986301369863,1.5713134568896052,0.07352941176470588
,2024-10-14,2024-10-28,,,,,,,0,79,2,70,2,0.0,0.0,0.02857142857142857
Brunel,2024-11-06,2024-11-07,2024-11-06,Agile Coach,,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,2,78,2,66,2,3.5616438356164384,0.10792860107928601,0.030303030303030304
Brunel,2025-02-13,2025-03-15,2025-02-13,Junior Uitvoerder Bouwkunde,Constructiesupervisor,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,31,78,1,70,1,110.41095890410959,1.5772994129158513,0.014285714285714285
Brunel,2025-03-28,2025-04-10,2025-03-28,Junior Jurist Subsidierecht,Junior advocaat,"Utrecht, Utrecht, Nederland",Nederland,Legal,14,78,3,68,2,24.93150684931507,0.7332796132151491,0.029411764705882353
Brunel,2024-11-06,2024-12-06,2024-11-06,Acceptant Woninghypotheken,Underwriter,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,78,2,70,2,55.205479452054796,1.5772994129158513,0.02857142857142857
Brunel,2024-10-07,2024-10-14,2024-10-07,IT Servicedeskmedewerker,ICT-specialist,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,8,78,3,63,2,14.246575342465754,0.45227223309415093,0.031746031746031744
Brunel,2025-01-06,2025-02-05,2025-01-06,Operationeel medewerker Hypotheken,Medewerker hypotheken,"Utrecht, Utrecht, Nederland",Nederland,Finance/Sales,31,78,0,73,0,,1.5124788890973917,0.0
Brunel,2025-03-10,2025-04-07,2025-03-10,Jurist Rechtsbijstand (Senior),,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,29,78,0,75,0,,1.3771689497716897,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Medior Werkvoorbereider Bouwkunde,Planner,"Delft, Zuid-Holland, Nederland",Nederland,Other,31,78,0,72,0,,1.5334855403348555,0.0
,2025-01-15,2025-02-04,,,,,,,0,78,1,73,1,0.0,0.0,0.0136986301369863
Brunel,2025-09-18,,2025-09-18,Medior CDD Analist,Analist,"Utrecht, Utrecht, Nederland",Nederland,Analyst,3,78,4,67,3,3.5616438356164384,0.1594765896544674,0.04477611940298507
Brunel,2025-01-15,2025-02-14,2025-01-15,Hypotheekacceptant bij Stater in Amersfoort,Hypotheekverzekeraar,"Amersfoort, Utrecht, Nederland",Nederland,Finance/Sales,31,78,0,74,0,,1.49203998519067,0.0
Brunel,2025-02-13,2025-03-29,2025-02-13,Senior Jurist Vergunningen,,"Apeldoorn, Gelderland, Nederland",Nederland,Legal,45,78,0,75,0,,2.136986301369863,0.0
Brunel,2024-11-06,2024-11-13,2024-11-06,Modern Workplace Engineer,Software-ingenieur,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,8,77,4,63,4,7.123287671232877,0.45227223309415093,0.06349206349206349
Brunel,2025-01-28,2025-02-27,2025-01-28,Adviseur Subsidies,Toelagenconsulent,"Roermond, Limburg, Nederland",Nederland,Other,31,77,0,66,0,,1.6728933167289333,0.0
Brunel,2025-01-03,2025-02-02,2025-01-03,Senior Jurist Wet open overheid,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,77,0,77,0,,1.4339085571962285,0.0
Brunel,2025-01-15,2025-02-14,2025-01-15,Senior Handhavingsjurist HBO,Senior specialist,"Eindhoven, Noord-Brabant, Nederland",Nederland,Information Technology,31,77,1,71,1,110.41095890410959,1.5550839282268956,0.014084507042253521
Brunel,2025-01-06,2025-02-05,2025-01-06,Acceptant Woninghypotheken,Underwriter,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,77,0,70,0,,1.5772994129158513,0.0
Brunel,2024-11-13,2024-12-13,2024-11-13,Jurist Sociaal Domein,Advocaat,"Zwolle, Overijssel, Nederland",Nederland,Legal,31,77,0,74,0,,1.49203998519067,0.0
Brunel,2024-11-20,2024-12-20,2024-11-20,Senior Jurist Contractenrecht,,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,77,2,68,1,110.41095890410959,1.6236905721192587,0.014705882352941176
Brunel,2024-08-29,2024-10-28,2024-08-27,Senior Jurist Vastgoed & Grondzaken,Vastgoedspecialist,"Utrecht, Utrecht, Nederland",Nederland,Legal,36,76,0,75,0,,1.7095890410958903,0.0
Brunel,2025-03-21,2025-03-27,2025-03-21,Electrical Engineer,Elektrisch ingenieur,"Burgum, Friesland, Nederland",Nederland,Engineering/Information Technology,7,76,6,71,6,4.155251141552512,0.35114798379317,0.08450704225352113
Brunel,2024-12-10,2025-01-09,2024-12-10,Jurist Bestuursrecht,Advocaat,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,76,4,65,4,27.602739726027398,1.6986301369863015,0.06153846153846154
Brunel,2024-11-20,2024-12-03,2024-11-20,Specialist Schuldhulp Amsterdam,Specialist,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,14,76,5,63,5,9.972602739726028,0.7914764079147641,0.07936507936507936
